CRASH_ID,UNIT_NBR,UNIT_DESC_ID,VEH_PARKED_FL,VEH_HNR_FL,VEH_LIC_STATE_ID,VIN,VEH_MOD_YEAR,VEH_COLOR_ID,VEH_MAKE_ID,VEH_MOD_ID,VEH_BODY_STYL_ID,EMER_RESPNDR_FL,OWNR_ZIP,FIN_RESP_PROOF_ID,FIN_RESP_TYPE_ID,VEH_DMAG_AREA_1_ID,VEH_DMAG_SCL_1_ID,FORCE_DIR_1_ID,VEH_DMAG_AREA_2_ID,VEH_DMAG_SCL_2_ID,FORCE_DIR_2_ID,VEH_INVENTORIED_FL,VEH_TRANSP_NAME,VEH_TRANSP_DEST,CONTRIB_FACTR_1_ID,CONTRIB_FACTR_2_ID,CONTRIB_FACTR_P1_ID,VEH_TRVL_DIR_ID,FIRST_HARM_EVT_INV_ID,INCAP_INJRY_CNT,NONINCAP_INJRY_CNT,POSS_INJRY_CNT,NON_INJRY_CNT,UNKN_INJRY_CNT,TOT_INJRY_CNT,DEATH_CNT
15145288,2,MOTOR VEHICLE,N,N,TX,1HD1KBM11EB609119,NA,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,75076,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,GILBERT'S WRECKER SERVICE,"2916 E. HWY 82, GAINESVILLE, TX. 76240",NONE,NA,NA,EAST,Y,1,0,0,0,0,1,0
15147613,2,MOTOR VEHICLE,N,N,TX,1HD1JBB186Y079106,2006,BGE,HONDA,UNKNOWN,MOTORCYCLE,N,77433,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,BY OWNER,MOVED TO PARKING LOT,NONE,NA,NA,WEST,Y,0,1,0,0,0,1,0
15147982,1,MOTOR VEHICLE,N,N,TX,JH2PC4001EK700089,NA,YEL,HONDA,NA,MOTORCYCLE,N,77377,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,NOT TOWED,NOT TOWED,NA,NA,UNSAFE SPEED,EAST,Y,0,0,1,0,0,1,0
15148282,2,MOTOR VEHICLE,N,N,TX,JS1GR7GA962100780,2006,BLK,SUZUKI,UNKNOWN,MOTORCYCLE,N,79226,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,MITCHEM WRECKER SERVICE,"3000 N. HIGHWAY 87, BIG SPRING, TEXAS",NONE,NA,NA,SOUTH,Y,1,0,0,0,0,1,0
15148818,2,MOTOR VEHICLE,N,N,TX,1HD1KB4158Y659104,NA,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,78109,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,8,NA,NA,NA,N,ROAD RUNNER TOWING,"10307 MUSTANG RIDGE, CONVERSE, TX",NONE,NA,NA,NORTHEAST,Y,1,0,1,0,0,2,0
15149433,2,MOTOR VEHICLE,N,N,TX,JKBVNAD17TA048292,1996,BLK,KAWASAKI,UNKNOWN,MOTORCYCLE,N,76901,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,DRIVER,DRIVEN AWAY,NONE,NA,NA,EAST,Y,0,0,1,0,0,1,0
15149466,2,MOTOR VEHICLE,N,N,TX,JKAZX4R129A008219,NA,BLU,KAWASAKI,NA,MOTORCYCLE,N,78250,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,DRIVEN FROM SCENE,DRIVEN FROM SCENE,NONE,NA,NA,WEST,Y,0,1,0,0,0,1,0
15150152,2,MOTOR VEHICLE,N,N,TX,1HD1FMM10FB607816,NA,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,Y,75138,1,CERTIFICATE OF SELF-INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,Y,24 HOUR WRECKER,LONGHORN HARLEY-DAVIDSON,NONE,NA,NA,SOUTHWEST,Y,1,0,0,0,0,1,0
15151119,2,MOTOR VEHICLE,Y,N,TX,1HD1FHW154Y705240,2004,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,79562,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,1,NA,NA,NA,N,NOT TOWED,,NONE,NA,NA,UNKNOWN,Y,0,0,0,0,0,0,0
15151119,3,MOTOR VEHICLE,Y,N,TX,1HD1JRV17FB035962,NA,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,79567,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,9,NA,NA,NA,N,NOT TOWED,,NONE,NA,NA,UNKNOWN,N,0,0,0,0,0,0,0
